indice_tiempo,m_animales_vivos,m_carne_despojos_comestibles,m_pescados_crustaceos_moluscos_demas_invertebrados,m_leche_productos_lacteos_huevos_ave_miel_natural,m_demas_productos_origen_animal_ncp,m_plantas_vivas_productos_floricultura,m_hortalizas_plantas_raices_tuberculos_alimenticios,m_frutas_frutos_comestibles,m_cafe_te_yerba_mate_especias,m_cereales,m_productos_molineria_malta_almidon,m_semillas_frutos_oleaginosos_semillas_frutos,m_gomas_resinas_demas_jugos_emtractos_vegetales,m_materias_trenzables_demas_productos_origen_vegetal_ncp,m_grasas_aceites_animales_vegetales_,m_preparaciones_carne_pescado_crustaceos_moluscos,m_azucares_articulos_confiteria,m_cacao_preparaciones,m_preparaciones_base_cereales_leche_productos_pasteleria,m_preparaciones_hortalizas_frutas_otros_frutos_demas,m_preparaciones_alimenticias_diversas,m_bebidas_liquidos_alcoholicos_vinagre,m_residuos_desperdicios_industrias_alimentarias,m_tabaco_sucedaneos_tabaco_elaborados,m_sal_azufre_tierras_piedras_yesos_cales_cementos,m_minerales_metaliferos_escorias_cenizas,m_combustibles_minerales_aceites_minerales_prod_destilacion,m_productos_quimicos_inorganicos_compuestos_inorganicos,m_productos_quimicos_organicos,m_productos_farmaceuticos,m_abonos,m_extractos_curtientes_tintoreos_taninos_pigmentos,m_aceites_esenciales_resinoides_preparaciones_perfumeria,m_jabon_agentes_superficie_organicos_preparaciones_lavar,m_materias_albuminoideas_productos_base_almidon,m_polvoras_emplosivos_articulos_pirotecnia_fosforos,m_productos_fotograficos_cinematograficos,m_productos_diversos_industrias_quimicas,m_plastico_manufacturas,m_caucho_manufacturas,m_pieles_emcepto_peleteria_cueros,m_manufacturas_cuero_articulos_guarnicioneria_talabarteria,m_peleteria_confecciones_peleteria,m_madera_carbon_vegetal_manufacturas_madera,m_corcho_manufacturas,m_manufacturas_esparteria_cesteria,m_pastas_madera_otras_materias_fibrosas_celulosicas,m_papel_carton_manufacturas_pasta_celulosa_papel_carton,m_productos_editoriales_prensa_demas_industrias_graficas,m_seda,m_lana_pelo_fino_ordinario_hilados_tejidos_crin,m_algodon,m_demas_fibras_temtiles_vegetales_hilados_papel,m_filamentos_sinteticos_artificiales,m_fibras_sinteticas_artificiales_discontinuas,m_guata_fieltro_telas_sin_tejer_hilados_especiales,m_alfombras_demas_revestimientos_suelo_materia_temtil,m_tejidos_especiales_superficies_textiles,m_telas_impregnadas_recubiertas_revestidas,m_tejido_punto,m_prendas_complementos_accesorios_vestir_punto,m_prendas_complementos_accesorios_vestir_emcepto_punto,m_demas_articulos_textiles_confeccionados,m_calzado_polainas_articulos_analogos_partes,m_sombreros_demas_tocados_sus_partes,m_paraguas_sombrillas_quitasoles_bastones_bastones,m_plumas_plumon_preparados_flores_artificiales,m_manufacturas_piedra_fraguable_cemento,m_productos_ceramicos,m_vidrio_manufacturas,m_perlas_piedras_preciosas_semipreciosas_metales_preciosos,m_fundicion_hierro_acero,m_manufacturas_fundicion_hierro_acero,m_cobre_manufacturas_cobre,m_niquel_manufacturas,m_aluminio_manufacturas,m_plomo_manufacturas,m_cinc_manufacturas,m_estano_manufacturas,m_demas_metales_comunes_manufacturas,m_herramientas_utiles_articulos_cuchilleria,m_manufacturas_diversas_metal_comun,m_reactores_nucleares_calderas_maquinas,m_maquinas_aparatos_material_electrico_partes,m_vehiculos_material_para_vias_ferreas_similares_partes,m_vehiculos_automoviles_tractores_demas_vehiculos,m_aeronaves_vehiculos_espaciales_partes,m_barcos_demas_artefactos_flotantes,m_instrumentos_aparatos_optica_fotografia_cinematografias,m_aparatos_relojeria_partes,m_instrumentos_musicales_partes_accesorios,m_armas_municiones_partes_accesorios,m_muebles_mobiliario_medicoquirurgico_articulos_cama,m_juguetes_juegos_articulos_recreo_deporte_partes,m_manufacturas_diversas,m_objetos_arte_coleccion_antiguedades,m_resto,m_total
1998-07-01,4.855928,25.047784,1.656958,4.294867,1.603477,1.39789,2.959222,9.842377,9.650145,1.824782,1.600024,7.527328,2.459729,0.154505,6.318862,5.542342,2.989281,8.920952,6.563035,10.64906,7.105893,8.063508,3.646306,1.871374,4.529997,18.88161,88.624876,25.790992,152.114295,49.099214,22.431829,25.707125,14.550212,16.307299,5.970786,1.151838,11.069376,50.929535,120.409339,53.205119,3.740969,4.165193,0.526003,15.681351,3.32415,0.550155,7.917831,90.63779099999999,23.009537,0.313773,1.373064,14.640004,2.13163,23.41923,19.917679,5.115717,3.33208,2.479921,6.202942,6.757857,8.883609,13.646685,11.354727,13.922765,0.855905,0.515819,0.853499,6.740634,10.545261,14.345589,2.693329,55.622927,55.052035,14.187637,0.714566,16.516694,0.63638,1.015763,0.862456,1.3921,16.026049,14.284307,577.935853,388.868903,0.877181,552.754667,60.113183,0.570696,76.304121,4.952288,1.997971,1.178183,25.897252,26.643599,9.125619,0.368263,6.476,3027.288463
1998-08-01,4.870428,25.224866,1.43428,4.710948,1.322525,2.947949,3.245515,11.661833,7.14079,5.686978,1.404924,8.647084,2.052568,0.240138,7.584766,5.41027,2.876022,6.806891,5.65247,11.018262,7.430604,6.32988,3.616521,0.997643,8.531814,16.98115,83.440576,26.477877,136.201846,54.483531,18.155111,21.688586,14.396871,15.621052,5.811557,1.078533,11.124028,60.991204,110.251149,46.613881,2.472856,4.601443,0.806621,14.935734,2.479809,0.717035,5.620743,73.950054,19.687702,0.256056,1.028899,10.828081,1.774796,19.877998,18.62846,4.917067,2.816462,2.283723,4.209933,6.231946,9.104329,13.910446,11.11376,18.014275,0.643987,0.567628,0.604586,6.494856,10.572309,13.16055,2.162319,47.200764,46.413692,12.031862,0.568448,23.741769,0.64297,0.794355,0.546979,1.199458,22.243206,13.198409,553.107608,327.462367,0.769404,489.154169,11.820182,0.929251,68.935208,4.614076,1.794458,1.245691,24.064668,18.780035,7.696117,0.433964,6.468,2740.494494
1998-09-01,4.490985,25.368536,1.841501,3.952299,2.006069,3.265175,4.152759,12.89507,7.383468,4.040697,1.484686,6.048444,2.490647,0.368847,5.85475,6.094048,2.595749,6.60738,4.950889,11.515531,7.205387,8.091417,3.434631,1.922159,5.980082,14.117493,58.660449,22.608865,132.833664,48.069028,24.53743,23.909782,19.034288,16.996897,6.371421,1.346886,9.449622,71.382682,112.704852,45.779325,2.624392,5.097774,0.548158,15.562883,1.764466,0.770753,4.813739,70.94757,18.317832,0.256746,0.949138,11.854931,1.132247,14.435534,14.666598,4.811122,2.595358,2.047624,5.595697,4.541774,10.531716,18.888162,10.645989,23.333676,0.905199,1.222133,1.234446,5.968733,11.135784,12.222197,1.964605,52.126802,47.296091,11.196137,0.657351,26.189081,0.452789,0.852946,0.957576,0.898121,21.059465,13.063423,484.689939,354.052625,0.909779,453.977458,3.835613,21.874855,66.723281,6.533333,1.8405,1.700823,21.283163,21.144084,7.962872,0.153665,6.03,2660.692638
1998-10-01,3.560803,23.267688,1.443186,3.795622,2.087552,1.458282,2.761706,14.944604,6.204977,3.611333,1.616466,6.156105,3.09353,0.378729,4.834642,8.039606,3.467138,6.692469,4.70582,13.319019,6.834927,7.555779,3.753428,0.884448,5.339738,20.211092,64.326473,22.977187,136.521544,51.125989,19.146017,24.900304,15.079746,16.681338,5.691263,1.976989,12.904589,66.669527,105.678279,43.520909,2.939204,4.785327,0.173507,15.290738,3.006314,0.430097,6.03219,78.853794,18.586781,0.165309,0.770508,7.391562,0.493026,10.935042,13.40077,4.360597,2.278904,2.338595,4.610036,3.100646,8.761366,14.175281,11.263175,23.599229,0.867987,0.977509,0.886249,6.826543,11.004666,13.25706,1.483332,44.073034,56.166269,11.3981,0.339875,17.251205,0.274378,0.902604,0.417888,1.293764,15.869185,12.425377,486.116246,385.534975,0.992897,393.040814,4.354415,0.764184,69.053812,4.920265,1.19586,0.977551,24.23339,24.984582,7.74617,0.201306,6.399,2591.191333
1998-11-01,2.35039,22.692877,2.059508,3.888759,1.862459,3.115897,2.197378,16.115521,4.361124,2.552572,1.784813,4.415386,2.782526,0.132557,6.172802,8.077356,3.478631,5.561826,5.720126,12.731716,7.404358,9.083011,4.223175,1.918853,4.568439,11.689526,53.380943,25.447754,131.174729,46.472396,17.314612,24.491219,16.748424,15.419293,4.713745,2.273851,13.333993,54.150286,100.704732,38.40428,2.912248,4.768785,0.199898,16.169672,1.827026,0.458011,4.742562,70.943482,22.1583,0.146248,1.732774,5.997603,0.443627,9.611307,11.604811,4.41367,2.151686,1.661428,3.665311,2.622829,6.657341,10.784964,9.788088,18.911244,0.663742,0.38853,0.405038,7.373334,9.068932,11.256337,1.866354,43.000795,52.283807,10.139817,0.363767,23.971952,0.090621,1.087079,0.745575,1.86255,20.557243,10.769843,473.380407,320.074067,1.006047,335.592211,73.257515,15.128935,67.950804,5.398697,1.613645,1.156518,21.612229,21.208771,7.867069,0.137209,5.835,2456.459198
1998-12-01,2.424802,25.55926,2.088337,3.05262,2.420291,1.208307,1.112507,18.173794,4.692128,0.89526,1.162617,5.931785,1.69216,0.086859,5.322777,12.053336,2.277913,5.921877,4.493036,12.03462,7.509614,10.266619,4.457239,2.660211,3.523457,13.431865,55.123229,25.796123,118.542172,50.276613,6.855854,21.390502,13.355654,17.052778,6.053065,1.986095,12.6213,38.101978,106.102848,37.893955,2.359761,6.47995,0.006123,14.406034,2.128315,0.293416,5.768063,63.089679,22.503501,0.150684,1.486993,5.378327,0.383197,10.017627,13.323042,4.141286,2.360747,4.520461,4.010385,5.631783,4.552825,7.741568,10.724056,14.410972,0.572709,0.428192,0.341793,6.143325,10.209466,13.480776,1.214546,31.874021,46.676204,11.684354,0.44361,17.447904,0.161474,0.694214,0.5839,1.016298,20.609001,9.040411,428.01298,271.119432,0.564621,292.72012,12.187931,3.070769,63.701993,4.043051,1.712411,0.769349,21.036778,19.177234,9.327829,0.065953,6.247,2177.853901
1999-01-01,1.831857,14.471883,1.276627,2.2348,1.171249,0.426848,0.924481,12.391273,6.406486,0.512796,0.981344,14.709204,2.202056,0.036111,3.216634,9.958769,2.024622,6.643646,2.78537,10.324373,6.168207,5.809158,3.149647,1.079032,4.600264,11.989988,54.220103,20.845647,99.240486,45.471896,2.736357,20.503983,11.26583,15.63114,4.631686,0.386686,11.656816,34.920251,95.636294,38.406994,3.126799,5.432482,0.034107,12.429738,1.049346,0.199807,3.265498,67.72857,16.410421,0.085436,1.92464,5.553388,0.219084,9.943855,13.326231,3.676237,1.438946,2.19017,3.160574,6.032642,5.230315,10.58796,5.659507,9.934572,0.629158,0.247205,0.357697,5.985201,6.753388,10.344138,1.327059,31.13306,52.952792,9.518845,0.539887,14.051065,0.105981,0.726133,0.786124,1.541324,14.518182,9.774445,380.515419,245.315079,0.780483,231.213254,18.381772,2.26743,56.448547,2.440872,1.425018,0.629531,11.463237,8.271441,8.316033,0.026593,6.032,1906.339612
1999-02-01,1.254103,13.255573,2.155893,1.71109,1.814552,0.829342,1.903339,8.795713,6.348369,0.279341,1.417875,17.896857,2.30127,0.047451,1.700207,8.975246,2.426332,8.459201,3.385408,9.058106,5.525584,3.649585,2.682339,1.688165,3.871542,1.985458,53.459222,18.330851,91.252808,48.749883,10.560037,20.11111,12.244596,14.588475,4.722477,0.132487,10.07357,33.441006,85.43122,29.519005,2.945918,4.905769,0.212003,11.340567,1.241455,0.186167,4.156602,66.477761,21.520723,0.071061,2.038233,6.507933,0.079,9.290849,11.72931,3.307001,0.991153,1.881521,3.184378,4.831959,9.438594,13.458976,4.941429,8.231538,0.436465,0.170715,0.430251,4.727129,6.620086,8.268474,2.094064,33.523471,40.061935,7.443219,0.440891,15.083344,0.222943,0.718524,0.393917,0.635491,12.985185,7.759908,373.775725,211.692837,5.654675,235.217234,47.76236,13.2108,51.440357,3.334382,0.513104,0.640011,11.440877,6.982864,7.467256,0.305337,5.27,1855.728419
1999-03-01,1.431765,15.030528,4.524831,2.6276,1.863429,1.265124,2.878644,11.172153,7.048461,0.254744,1.650854,19.889381,2.863831,0.041282,2.006758,13.807231,3.975471,10.078241,5.36953,11.542361,5.848983,5.374754,3.524208,2.594768,4.623915,8.14857,51.187773,18.478163,112.30203,65.002712,24.199986,25.9786,14.256463,18.091943,5.934581,0.573674,11.153405,32.183304,91.944566,34.013467,3.242118,5.335643,0.087633,12.920113,1.368672,0.264649,5.385797,74.115551,25.985136,0.167463,1.997848,9.188417,0.132064,9.355489,13.142713,3.891154,1.45925,2.761302,3.670648,5.129554,13.296651,18.033291,7.786994,24.048667,0.710322,0.26497,0.791626,5.619311,8.143393,10.23431,1.309084,37.159699,61.578594,7.20829,0.431221,14.994372,0.305305,0.463555,0.771325,1.148693,16.458731,8.257753,381.972244,249.363269,0.400607,254.083877,7.253966,6.196892,60.213532,3.414351,0.879938,1.30508,15.152605,12.768473,6.672431,0.146441,4.977,2078.156161
1999-04-01,0.88473,14.188463,0.682014,3.394859,2.06517,0.688121,3.567158,10.00154,8.213227,0.467452,2.446559,26.219974,2.312902,0.025979,2.861859,5.067435,3.741994,7.919733,4.194144,9.750501,4.983623,6.020501,2.738688,2.198198,4.002414,7.870406,32.647411,18.118035,94.049454,53.138627,18.40487,21.608931,14.289394,17.726072,5.20921,0.325531,11.321422,27.476908,81.545081,31.341985,4.226456,3.061427,1.010187,12.457362,2.592053,0.157633,5.602814,61.640124,20.072303,0.206239,1.032777,6.383868,0.261097,9.527515,11.579791,3.895813,2.110788,1.807008,3.594554,3.674798,10.15877,16.115608,5.868459,18.198629,0.494807,0.197345,0.380517,5.625109,7.261566,8.702843,2.160928,29.914923,52.547044,8.291807,0.204859,15.915251,0.288454,0.472119,0.560706,1.323195,19.540206,6.809829,349.986849,260.030284,0.820174,225.189084,10.917208,1.177924,54.643263,3.536053,1.1005,1.169913,13.682207,10.55654,6.62046,0.22435,4.089,1873.381965
1999-05-01,1.367296,13.351596,1.364537,3.4969,1.616474,1.014991,3.864259,9.665037,8.202418,1.652216,1.398967,12.024614,2.734028,0.043281,1.819127,6.177664,3.281382,7.712142,4.843754,8.080475,5.599459,5.150335,2.355049,2.940254,5.002123,7.247336,53.412667,22.1756,94.65951,53.382891,22.21062,20.660449,12.635121,15.576235,4.735644,0.750507,7.696747,31.087247,81.33812,33.342884,3.077533,2.508661,0.907206,11.465323,1.908538,0.145336,4.889815,68.125124,19.693757,0.113679,1.14613,6.833358,0.39707,7.267626,11.329025,3.459119,1.945249,1.624965,2.964123,2.799302,8.093314,12.950429,7.550175,15.208709,0.37447,0.295284,0.411169,4.987023,6.64023,10.763394,1.222195,32.820642,45.249739,7.878227,0.187764,12.345539,0.299939,0.388492,0.338024,1.324476,17.521191,7.000323,368.841828,224.49761,0.327152,223.922525,74.722399,12.505729,59.55143,2.614456,1.148992,1.47769,15.448119,12.632779,6.563695,0.233954,4.090241,1930.700242
1999-06-01,1.76937,13.146078,1.345979,3.222681,1.549296,1.485386,4.520408,9.072051,11.229027,1.869399,1.812153,3.725073,2.447067,0.070068,2.670022,5.211313,3.004071,8.61483,5.51431,9.145995,5.357865,5.054306,2.854187,1.636936,5.303206,15.412009,70.57871,24.317018,112.462567,54.740676,39.458362,21.866754,13.847379,20.487469,5.519412,0.963663,11.784301,42.504268,85.414761,34.807481,3.523689,4.003596,2.049442,11.62393,2.801183,0.154811,6.156733,65.597212,19.330776,0.130542,1.116349,6.4502,0.681636,11.007873,11.756605,4.238906,1.962905,1.650657,3.953403,2.691879,7.619741,10.497416,8.981004,18.891183,0.546709,0.359663,0.297962,4.806627,7.62595,10.374679,1.610037,32.351828,44.894763,9.118189,1.034052,13.869085,0.225665,0.425758,0.475994,1.0574,17.712248,8.269348,421.135765,266.706704,8.495889,200.784101,165.502245,2.156007,64.957826,3.46709,1.526533,1.234656,15.198764,22.458157,7.163169,0.255816,3.711047,2212.477304
1999-07-01,1.114232,14.265051,2.031029,3.60496,1.483607,1.239368,2.699944,11.014186,7.804196,2.423546,1.977288,5.902995,2.447624,0.06242,2.988275,5.485714,2.854818,7.44414,5.840143,7.360077,6.664641,5.598104,3.428855,1.35457,4.624752,13.323603,96.606193,30.931406,111.972293,54.545711,31.647407,19.813874,15.737494,18.420019,4.91503,1.003072,9.575606,51.702315,86.727259,34.240692,3.654268,3.303387,2.461206,11.509771,1.751465,0.246001,8.018411,68.783043,19.71822,0.15019,0.950376,9.418581,1.206302,12.349402,11.373611,4.016237,2.453007,1.417273,4.137803,4.966708,5.762397,8.937357,9.294033,12.354802,0.502656,0.36127,0.401119,5.919112,6.609832,10.218896,1.669341,35.271273,49.166771,6.839523,0.340536,15.354269,0.205492,0.711032,0.531857,1.398043,14.566648,9.785893,418.420628,288.171008,1.07338,310.187255,83.482438,1.650167,59.193063,2.987012,1.787145,0.776845,15.894151,20.587141,6.694638,0.676245,5.605891,2278.15093
1999-08-01,1.019772,12.839823,1.585427,3.143363,1.805144,2.761591,3.446181,10.707032,6.544428,4.552592,1.802222,12.22461,2.030535,0.088013,3.542102,8.032059,3.137765,7.442747,4.741973,11.237935,5.838014,5.509549,6.083847,0.813749,4.544458,15.864395,66.1666,22.994301,121.19351,60.827333,31.164656,19.844701,16.896148,21.167159,6.026061,0.74562,14.661624,53.368948,99.800718,35.565712,2.775645,4.323707,0.593619,10.970209,3.170339,0.352481,5.984296,67.692015,22.998449,0.23441,0.667076,8.36696,1.557019,15.564221,14.384935,4.364849,2.061795,1.327753,3.994064,3.872675,11.325208,13.746804,6.670454,16.40423,0.55329,0.386854,0.441297,5.805881,8.607566,13.932033,2.499943,32.604183,43.623161,7.388026,0.727714,19.082744,0.243434,1.199807,0.738332,0.553613,15.060759,10.355489,429.886882,284.485756,1.048292,258.355583,138.483149,0.593673,60.313862,3.352238,1.63361,1.418477,22.301037,16.901072,6.98471,0.439095,5.657622,2330.824814
1999-09-01,1.06089,13.65773,1.620199,3.265938,1.501027,3.085469,4.598226,13.201602,5.018586,1.942271,1.971406,8.901394,2.56763,0.05224,1.926179,5.874205,4.259797,4.530212,4.316897,11.078509,6.02932,7.402487,3.017742,4.306257,7.285082,15.341998,52.647574,26.008221,120.677346,55.566663,19.986169,19.827427,18.631917,20.284819,5.067143,1.147155,10.61163,52.712688,95.912346,30.362861,2.624454,4.927176,0.170245,11.833015,1.483477,0.660466,6.346702,62.487825,15.609508,0.13334,0.373933,6.45705,0.742024,8.856984,12.090282,3.666146,2.060711,1.474128,3.845732,3.368693,12.483673,16.002081,10.050656,18.054456,0.82986,0.787969,0.372029,5.011562,8.517551,12.164186,2.025938,29.349523,51.53738,7.870967,0.382592,16.399453,0.172089,0.605365,0.690214,1.528902,13.021962,10.018653,446.201083,308.067917,1.030093,224.285786,87.944397,1.786953,63.728613,3.905984,1.684891,0.466383,24.620074,22.745981,6.493851,0.998083,5.663133,2233.969426
1999-10-01,0.841359,15.160607,1.652019,2.455782,2.011138,1.350186,5.532935,13.997413,4.648967,3.110006,1.786641,4.190531,2.422113,0.079069,2.166025,8.719881,3.676355,3.630055,4.810666,14.337367,6.562475,9.10082,5.329906,1.070925,6.053035,12.21346,52.315405,25.385377,125.158042,49.965565,34.76791,21.241123,17.504856,20.567631,6.656774,2.891695,12.267774,47.358293,102.645438,35.632732,4.179756,3.824254,0.379088,12.627804,1.858878,0.327786,6.392251,67.44884,19.001838,0.13122,0.803912,6.339242,0.534267,8.676167,11.127386,4.351753,2.143881,1.657611,3.474105,3.006287,9.986216,15.773236,8.608933,8.923256,0.881178,0.799267,0.470162,5.823293,8.627184,10.989297,2.629177,45.474367,43.394665,10.543865,0.504404,19.012811,0.221765,0.663455,0.474626,0.83263,15.774476,10.045229,413.633024,336.529422,1.654176,222.300828,33.823225,0.747248,67.304346,3.178666,1.55495,0.940802,25.285546,21.751487,7.323482,0.749763,6.299736,2213.08487
1999-11-01,1.431359,16.767345,1.857007,3.105776,1.580687,3.244393,2.8603,17.443901,4.325012,0.753896,2.040322,4.322876,3.120359,0.021254,2.53872,9.780609,4.059247,4.343643,3.344078,12.966183,7.297551,11.112682,2.922043,2.08404,6.302574,13.688959,48.503158,27.868989,136.431712,58.362656,24.320413,21.770689,19.717268,21.12309,6.216134,3.433402,15.38358,43.315299,114.235292,40.259153,3.920857,5.30364,0.163742,13.470415,3.225696,0.402419,4.409408,69.400542,20.024474,0.188725,0.716887,6.479392,0.16473,9.346306,12.480818,4.419497,1.795241,1.871441,3.6592,3.443939,7.704451,11.50077,13.09712,16.456337,0.687862,0.65303,0.498253,6.317361,10.374617,14.602199,2.943681,34.937363,33.92998,9.072285,0.271714,19.193876,0.150906,1.066954,0.464831,0.997712,18.61584,12.178214,390.906159,340.424982,1.175976,271.757784,39.277738,1.885279,66.354274,4.813447,2.10953,0.944366,28.684478,22.51789,8.649,0.057128,5.644063,2290.06047
1999-12-01,1.107377,17.256831,2.386778,2.762168,2.401533,0.838854,1.36845,18.135396,2.593513,0.923417,2.389805,6.197533,2.806825,0.072658,2.521849,9.473073,2.725468,4.321024,2.947071,13.5534,6.399863,11.450523,3.04624,0.886643,5.075761,15.047792,44.260128,31.931144,123.515072,47.026401,3.883858,24.941495,14.624105,18.352832,6.519146,3.654986,18.045567,37.165081,112.420591,45.077412,2.410386,6.084124,0.511143,13.084919,1.985018,0.286791,7.52906,72.112276,18.963015,0.12055,1.552495,7.742892,0.297834,9.575483,15.116708,4.203281,2.032289,2.254889,4.888352,4.649482,6.587758,9.70399,10.069476,13.811624,0.756527,0.622716,0.353239,5.676742,8.776795,17.93019,3.104637,33.775965,45.867157,10.7126,0.581234,17.463799,0.369821,0.648025,0.892534,0.78466,19.048299,9.661601,417.668537,327.031089,1.419473,302.139864,59.407117,1.397898,61.049711,4.794474,2.182242,1.042725,25.333932,23.209147,9.108067,0.303662,6.487186,2305.283163
2000-01-01,1.592519,14.646734,1.172492,2.284647,0.992801,0.413893,1.215944,12.424664,3.999337,0.339143,1.497953,7.625514,2.280318,0.055062,3.444383,6.836565,1.320936,6.564755,1.88577,8.588596,5.349908,4.458367,3.076826,0.393632,5.516741,15.487928,42.97869,20.26126,102.699225,38.591257,2.710881,22.51945,9.875445,12.331054,5.862742,0.903491,11.694143,28.401971,110.255115,37.779566,2.582457,5.955718,0.167361,11.23323,1.943512,0.145288,6.640547,78.199341,15.183837,0.120208,2.556079,5.376934,0.235491,11.973471,14.822939,4.428284,1.199604,3.498849,4.251532,6.813932,7.302799,9.338465,6.55393,7.663469,0.634264,0.32785,0.207354,6.069008,7.114566,10.958945,1.271621,28.514522,35.791201,9.016741,0.962654,14.070384,0.234057,0.230379,0.334754,0.872516,13.998291,10.306948,348.052041,285.010658,12.935078,153.727121,25.861509,13.32939,51.712763,2.556307,1.556164,0.699184,18.524801,10.298428,9.604081,0.172066,8.721,1852.193641
2000-02-01,1.570706,13.033247,1.461742,2.261384,1.590322,0.96902,1.344561,14.498948,4.274468,0.24366,1.483323,13.091541,1.951404,0.055338,2.356874,8.860649,2.44206,5.373587,2.869006,8.075563,5.81211,3.333435,2.967642,2.080939,5.336669,12.093617,97.964162,25.566999,108.47147,51.992452,4.321937,23.650125,10.139945,11.312043,6.478719,0.770485,12.705682,26.049218,103.702167,38.370691,2.700217,6.958061,0.984266,10.858685,1.728246,0.258035,6.741691,68.365973,19.741846,0.137618,2.3975,7.069874,0.080806,12.065138,13.577331,4.458927,1.486686,2.514446,4.63395,6.853834,10.634806,12.391251,5.839472,8.858915,0.363538,0.074608,0.297415,5.896108,6.394122,10.735651,2.060913,30.124614,30.485255,7.947849,0.223511,14.149247,0.179294,0.583698,0.473552,0.792755,15.275377,8.540393,307.069484,294.724054,0.570866,196.638418,22.822068,0.90536,51.569594,3.342825,0.921998,1.09709,16.380719,8.486222,7.867243,0.155361,8.347065,1907.761751
2000-03-01,2.025068,14.132311,4.459746,2.875014,1.619537,0.800581,1.883761,14.560554,9.082442,1.320054,1.6577,11.912681,2.397361,0.128594,3.265028,9.315507,2.28864,7.024674,3.906446,10.099037,6.286429,5.985684,2.432013,0.922277,3.491168,13.388262,66.746412,26.086587,110.175964,64.133855,18.250987,22.299319,13.676618,15.278797,5.933957,0.448457,11.362237,29.1744,111.843988,41.330181,2.772223,5.309474,0.579838,12.856586,2.540681,0.148654,6.342498,80.536888,22.788922,0.097581,1.881389,11.75413,0.097403,11.373839,12.773992,5.233932,1.909516,2.641454,4.592345,5.437581,17.56939,21.382386,10.504563,17.493265,0.635822,0.375631,0.340402,6.461504,7.387137,10.169776,1.583112,32.095367,37.31163,9.446867,0.800916,17.414547,0.232153,0.59355,0.838578,1.952748,15.825739,10.625467,345.800013,307.021114,0.577309,228.21192,24.766641,0.263528,70.780795,4.000123,1.332365,1.494666,18.765479,11.156272,7.710187,0.174406,7.549211,2116.315833
2000-04-01,1.287828,11.256594,4.32961,2.088501,1.41754,0.70129,3.478016,12.478234,8.320765,0.315761,1.68224,13.257362,1.707802,0.091925,5.155276,8.685542,2.549263,5.914251,4.350759,9.186652,5.542696,3.263177,2.425877,1.238134,4.737048,15.94386,85.551666,20.155952,107.226988,48.593462,14.96462,19.797427,11.523197,12.49418,4.879244,0.840906,11.788167,29.333301,93.630287,40.379888,2.398372,3.486839,0.587333,9.929245,2.146032,0.127231,5.091467,66.209375,22.521616,0.12933,1.394006,6.444661,0.243061,7.488954,10.644913,3.554641,1.730076,1.520541,4.343847,3.824781,13.213453,16.252825,8.41998,20.207322,0.710143,0.127922,0.274521,4.543641,6.590769,10.04771,1.134968,24.124171,35.171307,9.171677,0.534448,14.678776,0.199892,0.523366,0.710906,0.981898,16.227596,8.735333,317.988303,266.939456,6.051428,218.17729,17.485033,0.789831,50.640423,2.402799,0.541656,1.468223,17.948588,11.617205,5.569817,0.018863,8.784,1905.387148
2000-05-01,1.223514,13.274039,2.495941,3.355325,1.939397,0.861361,3.646979,9.137008,9.046104,0.685449,1.515699,15.237859,2.248981,0.06986,5.301474,6.07317,3.342399,7.250978,4.76006,10.802877,7.79061,5.59672,3.483653,1.160583,5.154958,23.646501,79.700588,29.417844,117.732948,57.820898,25.528863,22.512989,14.238366,14.313463,6.086869,0.643474,14.581412,40.56653,106.406537,43.671674,3.658903,4.136699,0.429547,11.157679,2.706916,0.124401,5.922274,73.936337,20.072137,0.081058,1.138921,6.351933,0.437574,9.871239,12.830289,3.712299,3.270012,1.387981,4.865809,4.381665,11.423253,16.60634,10.973003,21.639317,0.686468,0.244259,0.415665,6.30759,6.831444,13.671904,2.772563,32.301738,39.880359,9.871265,0.83817,14.3299,0.191206,1.063544,0.495852,1.176735,17.219097,9.819097,331.905076,305.935349,1.135594,287.927033,20.668871,0.156968,99.675771,3.521723,1.03154,1.390913,23.754262,10.674209,6.476526,0.325934,8.994895,2215.13106
2000-06-01,1.339063,11.96595,1.788547,3.775774,1.81564,1.098372,2.817322,10.166076,9.00765,8.617206,1.107743,19.945255,2.793613,0.121434,6.395754,5.816835,2.39311,7.79466,4.199992,10.434147,5.408423,4.45277,2.966857,1.060345,4.03294,12.403882,76.834534,26.337153,129.057945,61.784715,29.123983,22.613561,13.308717,15.837302,5.830514,0.379248,7.817589,39.491623,96.855094,40.949171,4.014654,3.687982,0.155347,9.840521,2.487431,0.171369,4.854803,68.539545,19.944995,0.179268,0.527604,6.546577,0.999558,11.541855,11.44294,3.195154,2.533602,1.214278,4.145484,3.823,8.606422,11.14681,10.255317,14.635858,0.810497,0.156586,0.550837,5.034673,7.619781,12.391748,2.426705,24.74652,33.242856,10.666466,0.423345,15.369407,0.102053,1.745157,0.564899,0.7473,15.88006,9.207471,367.844671,325.975314,0.298429,254.042291,52.121548,0.056081,58.520228,2.821088,1.316446,1.333041,21.58687,20.48621,6.895519,0.070414,8.753608,2178.239002
